"","Company","BeanOrigin","ReviewDate_day","ReviewDate","CocoaPercent","CompanyLocation","Rating","BeanType","BroadBeanOrigin","BroadBeanOrigin_cate","CompanyLocation_cate","CocoaPercent_num"
"442","Compania de Chocolate (Salgado)","Carenero Superior",292,2008,"80%","Argentina",2.75,"Trinitario","Venezuela","Venezuela","Other",0.8
"443","Compania de Chocolate (Salgado)","Moxos",292,2008,"72%","Argentina",3.25,NA,"Bolivia","Other","Other",0.72
"444","Compania de Chocolate (Salgado)","Ocumare",292,2008,"70%","Argentina",3.75,"Criollo","Venezuela","Venezuela","Other",0.7
"445","Compania de Chocolate (Salgado)","Esmeraldas",296,2008,"88%","Argentina",2.75,"Forastero (Nacional)","Ecuador","Ecuador","Other",0.88
"446","Condor","Camino Verde",1630,2015,"76%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.76
"447","Confluence","Tien Giang, 2015, batch 10-2-16",1916,2016,"78%","U.S.A.",2.75,"Trinitario","Vietnam","Other","U.S.A.",0.78
"448","Coppeneur","Ecuador, Puristique",1169,2013,"65%","Germany",3.25,"Forastero (Nacional)","Ecuador","Ecuador","Germany",0.65
"449","Coppeneur","Ghana Puristique",813,2012,"85%","Germany",3.5,"Forastero","Ghana","Other","Germany",0.85
"450","Coppeneur","Ecuador Puristique",817,2012,"100%","Germany",1.5,NA,"Ecuador","Ecuador","Germany",1
"451","Coppeneur","Uba Budo",821,2012,"72%","Germany",3.75,"Forastero","Sao Tome & Principe","Other","Germany",0.72
"452","Coppeneur","Madagascar",959,2012,"70%","Germany",3.5,"Trinitario","Madagascar","Madagascar","Germany",0.7
"453","Coppeneur","Grenada",470,2010,"72%","Germany",3.25,"Trinitario","Grenada","Other","Germany",0.72
"454","Coppeneur","Chuao",478,2010,"70%","Germany",3,"Trinitario","Venezuela","Venezuela","Germany",0.7
"455","Coppeneur","Los Rios, H. Iara",558,2010,"72%","Germany",2.5,"Nacional","Ecuador","Ecuador","Germany",0.72
"456","Coppeneur","Trinidad",558,2010,"72%","Germany",3,"Trinitario","Trinidad","Other","Germany",0.72
"457","Coppeneur","Jamaica",558,2010,"72%","Germany",3.25,"Trinitario","Jamaica","Other","Germany",0.72
"458","Coppeneur","Ocumare 61",558,2010,"72%","Germany",3.25,"Criollo (Ocumare 61)","Venezuela","Venezuela","Germany",0.72
"459","Coppeneur","Porcelana, Apotequil",341,2009,"72%","Germany",3,"Criollo","Peru","Peru","Germany",0.72
"460","Coppeneur","Porcelana, Apotequil",445,2009,"62%","Germany",3.25,"Criollo","Peru","Peru","Germany",0.62
"461","Coppeneur","Chuao 100hr",451,2009,"70%","Germany",3.5,"Criollo, Trinitario","Venezuela","Venezuela","Germany",0.7
"462","Coppeneur","Chuao 70hr",451,2009,"70%","Germany",3.75,"Criollo, Trinitario","Venezuela","Venezuela","Germany",0.7
"463","Coppeneur","Porcelana, Tabasco, Mexico",220,2008,"72%","Germany",3,"Criollo","Mexico","Other","Germany",0.72
"464","Coppeneur","Porcelana, Venezuela",220,2008,"72%","Germany",3,"Criollo (Porcelana)","Venezuela","Venezuela","Germany",0.72
"465","Coppeneur","Sambirano, Menava P.",196,2007,"72%","Germany",3,"Trinitario","Madagascar","Madagascar","Germany",0.72
"466","Cote d' Or (Kraft)","Sensations Intense",48,2006,"70%","Belgium",1,NA,NA,"Other","Belgium",0.7
"467","Cravve","New Ireland",1283,2014,"70%","Australia",2.5,"Forastero","Papua New Guinea","Other","Australia",0.7
"468","Cravve","Vanuatu, batch 2410",1335,2014,"83%","Australia",2.75,"Trinitario","Vanuatu","Other","Australia",0.83
"469","Cravve","Tanzania, batch a1",971,2012,"75%","Australia",3.25,"Forastero","Tanzania","Other","Australia",0.75
"470","Cravve","Bahia, batch a1213",975,2012,"65%","Australia",3.25,"Trinitario","Brazil","Other","Australia",0.65
"471","Cravve","Namau Village, N. Taileva P., batch a2812",975,2012,"67%","Australia",3.25,"Trinitario","Fiji","Other","Australia",0.67
"472","Cravve","Vanuatu",975,2012,"64%","Australia",3.25,"Trinitario","Vanuatu","Other","Australia",0.64
"473","Cravve","Djual Island",975,2012,"75%","Australia",3.5,"Forastero","Papua New Guinea","Other","Australia",0.75
"474","Creo","""heirloom"", Arriba Nacional",1736,2016,"85%","U.S.A.",3.25,"Forastero (Nacional)","Ecuador","Ecuador","U.S.A.",0.85
"475","Creo","""heirloom"", Arriba Nacional",1736,2016,"73%","U.S.A.",3.75,"Forastero (Nacional)","Ecuador","Ecuador","U.S.A.",0.73
"476","Daintree","Goodman Estate",1654,2015,"70%","Australia",2.75,NA,"Australia","Other","Australia",0.7
"477","Daintree","Daintree Estates, N. Queensland",785,2011,"70%","Australia",3.25,NA,"Australia","Other","Australia",0.7
"478","Dalloway","Dominican Republic, batch 7",1928,2017,"72%","U.S.A.",2.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"479","Damson","Robson Estate",1610,2015,"70%","U.K.",3,"Trinitario","Trinidad","Other","U.K.",0.7
"480","Damson","Los Rios",1610,2015,"70%","U.K.",3.5,NA,"Ecuador","Ecuador","U.K.",0.7
"481","Damson","Crayfish Bay aka Non Pariel Estate",1666,2015,"70%","U.K.",2.25,NA,"Grenada","Other","U.K.",0.7
"482","Damson","O'Payo",1666,2015,"70%","U.K.",2.75,NA,"Nicaragua","Other","U.K.",0.7
"483","Dandelion","Zorzal Reserva, 2015 H., Kerchner",1816,2016,"70%","U.S.A.",3.75,NA,NA,"Other","U.S.A.",0.7
"484","Dandelion","Maya Mtn., Break Bar- Snark",1446,2015,"70%","U.S.A.",3,"Trinitario","Belize","Other","U.S.A.",0.7
"485","Dandelion","Maya Mountain",1219,2014,"70%","U.S.A.",3.5,"Trinitario","Belize","Other","U.S.A.",0.7
"486","Dandelion","Camino Verde P., Balao, Guayas, 2013",1295,2014,"70%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.7
"487","Dandelion","Buto",1303,2014,"70%","U.S.A.",2.75,NA,"Liberia","Other","U.S.A.",0.7
"488","Dandelion","San Francisco de Macoris, Cibao region",1387,2014,"70%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"489","Dandelion","Cumboto, farmer Jose Lugo",1026,2013,"70%","U.S.A.",2.75,NA,"Venezuela","Venezuela","U.S.A.",0.7
"490","Dandelion","Patanemo",1026,2013,"70%","U.S.A.",3.25,NA,"Venezuela","Venezuela","U.S.A.",0.7
"491","Dandelion","Mantuano, 2012",1085,2013,"70%","U.S.A.",3.5,NA,"Venezuela","Venezuela","U.S.A.",0.7
"492","Dandelion","Papua New Guinea",1153,2013,"70%","U.S.A.",3.5,NA,"Papua New Guinea","Other","U.S.A.",0.7
"493","Dandelion","Upala",805,2012,"70%","U.S.A.",3,NA,"Costa Rica","Other","U.S.A.",0.7
"494","Dandelion","Colombian",805,2012,"70%","U.S.A.",3.25,NA,"Colombia","Other","U.S.A.",0.7
"495","Dandelion","Elvesia, 2011",915,2012,"70%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"496","Dandelion","Dominican Republic",654,2011,"70%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"497","Dandelion","Madagascar",654,2011,"70%","U.S.A.",3.25,"Trinitario","Madagascar","Madagascar","U.S.A.",0.7
"498","Dandelion","Tanzania",654,2011,"70%","U.S.A.",3.25,NA,"Tanzania","Other","U.S.A.",0.7
"499","Danta","Los Ujuxtes",1223,2014,"82%","Guatemala",3.25,NA,"Guatemala","Other","Other",0.82
"500","Danta","Chuao",987,2012,"75%","Guatemala",3,"Trinitario","Venezuela","Venezuela","Other",0.75
"501","Danta","Los Ujuxtes",987,2012,"70%","Guatemala",3.75,NA,"Guatemala","Other","Other",0.7
"502","Danta","Sambirano",987,2012,"70%","Guatemala",3.75,"Trinitario","Madagascar","Madagascar","Other",0.7
"503","Danta","Las Acacias E.",987,2012,"70%","Guatemala",4,"Criollo","Guatemala","Other","Other",0.7
"504","Danta","Oscuro, Finca Chimelb",991,2012,"70%","Guatemala",3.25,NA,"Guatemala","Other","Other",0.7
"505","Danta","Los Ujuxtes",661,2011,"60%","Guatemala",3.5,NA,"Guatemala","Other","Other",0.6
"506","Danta","Las Acacias E.",423,2009,"75%","Guatemala",3,"Criollo","Guatemala","Other","Other",0.75
"507","Danta","Las Acacias E.",423,2009,"60%","Guatemala",3.25,"Criollo","Guatemala","Other","Other",0.6
"508","DAR","Venezuela, batch 122",1920,2016,"72%","U.S.A.",2.75,NA,"Venezuela","Venezuela","U.S.A.",0.72
"509","DAR","Vietnam",1920,2016,"72%","U.S.A.",3,"Trinitario","Vietnam","Other","U.S.A.",0.72
"510","DAR","DUO, batch 002",1920,2016,"70%","U.S.A.",3.25,NA,"Ecuador, Costa Rica","Other","U.S.A.",0.7
"511","Dark Forest","Bolivia",1708,2016,"75%","U.S.A.",3.25,NA,"Bolivia","Other","U.S.A.",0.75
"512","Dark Forest","Madagascar",1550,2015,"70%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.7
"513","Dark Forest","Ocumare",1550,2015,"70%","U.S.A.",3.25,NA,"Venezuela","Venezuela","U.S.A.",0.7
"514","Dark Forest","Tanzania",1554,2015,"70%","U.S.A.",3,NA,"Tanzania","Other","U.S.A.",0.7
"515","Dark Forest","Ecuador",1554,2015,"70%","U.S.A.",3.25,NA,"Ecuador","Ecuador","U.S.A.",0.7
"516","Davis","Ghana",1093,2013,"70%","U.S.A.",2.5,"Forastero","Ghana","Other","U.S.A.",0.7
"517","Davis","Rainforest",1093,2013,"70%","U.S.A.",2.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"518","Davis","Venezuela",1093,2013,"70%","U.S.A.",2.75,NA,"Venezuela","Venezuela","U.S.A.",0.7
"519","Davis","West Africa",907,2012,"58%","U.S.A.",3.25,"Forastero","West Africa","Other","U.S.A.",0.58
"520","De Mendes","Nativo, Varzea",1462,2015,"72%","Brazil",3.5,NA,"Brazil","Other","Other",0.72
"521","De Mendes","Selvagem, Jari",1462,2015,"65%","Brazil",3.5,NA,"Brazil","Other","Other",0.65
"522","De Villiers","Bundibugyo District",1832,2016,"70%","South Africa",2.5,"Forastero","Uganda","Other","Other",0.7
"523","De Villiers","Sambirano Valley, batch 2477",1832,2016,"70%","South Africa",3,NA,"Madagascar","Madagascar","Other",0.7
"524","Dean and Deluca (Belcolade)","Madagascar",170,2007,"66%","U.S.A.",2.5,"Trinitario","Madagascar","Madagascar","U.S.A.",0.66
"525","Dean and Deluca (Belcolade)","Costa Rica",175,2007,"64%","U.S.A.",3,NA,"Costa Rica","Other","U.S.A.",0.64
"526","Dean and Deluca (Belcolade)","Ecuador",175,2007,"71%","U.S.A.",3,NA,"Ecuador","Ecuador","U.S.A.",0.71
"527","Dean and Deluca (Belcolade)","Ghana",175,2007,"60%","U.S.A.",3,"Forastero","Ghana","Other","U.S.A.",0.6
"528","Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,"64%","U.S.A.",3,NA,"Papua New Guinea","Other","U.S.A.",0.64
"529","Dean and Deluca (Belcolade)","Peru",180,2007,"64%","U.S.A.",3,NA,"Peru","Peru","U.S.A.",0.64
"530","Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,"64%","France",3,NA,"Papua New Guinea","Other","France",0.64
"531","Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,"66%","France",3.75,NA,"Venezuela","Venezuela","France",0.66
"532","Desbarres","Kilombero, batch 41",1916,2016,"72%","Canada",2.5,NA,"Tanzania","Other","Canada",0.72
"533","DeVries","Bolivian",241,2008,"80%","U.S.A.",2.75,NA,"Bolivia","Other","U.S.A.",0.8
"534","DeVries","Costa Rica",166,2007,"77%","U.S.A.",3.5,"Trinitario","Costa Rica","Other","U.S.A.",0.77
"535","DeVries","Dominican Republic",166,2007,"77%","U.S.A.",3.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.77
"536","Dick Taylor","Lanquin Estate",1952,2017,"70%","U.S.A.",3.75,NA,"Guatemala","Other","U.S.A.",0.7
"537","Dick Taylor","Tien Giang",1864,2016,"78%","U.S.A.",3.5,"Trinitario","Vietnam","Other","U.S.A.",0.78
"538","Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,"70%","U.S.A.",3.75,NA,"Bolivia","Other","U.S.A.",0.7
"539","Dick Taylor","Elvesia",1235,2014,"74%","U.S.A.",3.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.74
"540","Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,"70%","U.S.A.",3.25,NA,"Ecuador","Ecuador","U.S.A.",0.7
"541","Dick Taylor","Camino Verde",1193,2013,"76%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.76
"542","Dick Taylor","Bolivia",895,2012,"75%","U.S.A.",2.75,NA,"Bolivia","Other","U.S.A.",0.75
"543","Dick Taylor","Belize",955,2012,"72%","U.S.A.",2.75,"Trinitario","Belize","Other","U.S.A.",0.72
"544","Dick Taylor","Sambirano",661,2011,"80%","U.S.A.",2.75,"Trinitario","Madagascar","Madagascar","U.S.A.",0.8
"545","Dick Taylor","Sambirano",661,2011,"72%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.72
"546","Dick Taylor","Mantuano",682,2011,"75%","U.S.A.",2.75,"Criollo","Venezuela","Venezuela","U.S.A.",0.75
"547","Dick Taylor","La Red",769,2011,"74%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.74
"548","Dick Taylor","Ecuador",769,2011,"70%","U.S.A.",3.25,NA,"Ecuador","Ecuador","U.S.A.",0.7
"549","Doble & Bignall","Puerto Cabello",1688,2015,"85%","U.K.",3,NA,"Venezuela","Venezuela","U.K.",0.85
"550","Doble & Bignall","Panama, Raven",1371,2014,"72%","U.K.",3.25,NA,"Panama","Other","U.K.",0.72
"551","Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,"72%","U.K.",3.25,"Trinitario","Venezuela","Venezuela","U.K.",0.72
"552","Doble & Bignall","Johe",1407,2014,"72%","U.K.",3.5,"Criollo, Trinitario","Nicaragua","Other","U.K.",0.72
"553","Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"70%","U.S.A.",3.75,NA,"Hawaii","Other","U.S.A.",0.7
"554","Dolfin (Belcolade)","Africa",304,2008,"88%","Belgium",3,"Forastero","West Africa","Other","Belgium",0.88
"555","Dolfin (Belcolade)","Noir",63,2006,"70%","Belgium",1.5,NA,NA,"Other","Belgium",0.7
"556","Domori","Hacienda Victoria",1672,2015,"70%","Italy",3.75,NA,"Ecuador","Ecuador","Italy",0.7
"557","Domori","Ocumare 77",1672,2015,"70%","Italy",3.75,"Criollo (Ocumare 77)","Venezuela","Venezuela","Italy",0.7
"558","Domori","IL100, H. San Jose",1109,2013,"100%","Italy",3,"Criollo","Venezuela","Venezuela","Italy",1
"559","Domori","Morogoro",863,2012,"70%","Italy",3.5,NA,"Tanzania","Other","Italy",0.7
"560","Domori","Guasare",863,2012,"70%","Italy",3.75,"Criollo","Venezuela","Venezuela","Italy",0.7
"561","Domori","Canoabo, Hacienda San Jose",693,2011,"70%","Italy",3.5,"Criollo","Venezuela","Venezuela","Italy",0.7
"562","Domori","Chuao, Hacienda San Jose",470,2010,"70%","Italy",3,"Trinitario","Venezuela","Venezuela","Italy",0.7
"563","Domori","Carupano, H. San Jose",227,2008,"70%","Italy",3,"Trinitario","Venezuela","Venezuela","Italy",0.7
"564","Domori","Teyuna",272,2008,"70%","Italy",3,NA,"Colombia","Other","Italy",0.7
"565","Domori","Blend No. 1",272,2008,"78%","Italy",3.5,"Blend",NA,"Other","Italy",0.78
"566","Domori","Ilblend",272,2008,"70%","Italy",3.75,"Blend",NA,"Other","Italy",0.7
"567","Domori","Porcelana",111,2007,"70%","Italy",4,"Criollo (Porcelana)","Venezuela","Venezuela","Italy",0.7
"568","Domori","Ocumare 61, Puertomar",129,2007,"75%","Italy",3.25,"Criollo (Ocumare 61)","Venezuela","Venezuela","Italy",0.75
"569","Domori","Granella",135,2007,"60%","Italy",3.25,"Trinitario","Venezuela","Venezuela","Italy",0.6
"570","Domori","Madagascar",135,2007,"70%","Italy",3.5,"Trinitario","Madagascar","Madagascar","Italy",0.7
"571","Domori","Madagared",192,2007,"70%","Italy",3.5,"Criollo","Madagascar","Madagascar","Italy",0.7
"572","Domori","Java, Javablond",192,2007,"70%","Italy",3.75,"Criollo","Indonesia","Other","Italy",0.7
"573","Domori","Ecuador",192,2007,"70%","Italy",4,"Forastero (Arriba)","Ecuador","Ecuador","Italy",0.7
"574","Domori","Ocumare 67, Puertofino",192,2007,"70%","Italy",4,"Criollo (Ocumare 67)","Venezuela","Venezuela","Italy",0.7
"575","Domori","Sur del Lago Classificado",87,2006,"70%","Italy",3,"Trinitario","Venezuela","Venezuela","Italy",0.7
"576","Domori","Apurimac",87,2006,"70%","Italy",3.25,"Trinitario","Peru","Peru","Italy",0.7
"577","Domori","Carenero Superior",87,2006,"70%","Italy",3.5,"Trinitario","Venezuela","Venezuela","Italy",0.7
"578","Dormouse","Non Pariel Estate",1880,2016,"75%","U.K.",2.75,"Trinitario","Grenada","Other","U.K.",0.75
"579","Dormouse","Rio Caribe, Batch 7",1672,2015,"70%","U.K.",2.5,"Trinitario","Venezuela","Venezuela","U.K.",0.7
"580","Dormouse","Colombia, Batch 9",1676,2015,"80%","U.K.",2.75,"Criollo, Trinitario","Colombia","Other","U.K.",0.8
"581","Dormouse","Madagascar, Batch 8",1676,2015,"77%","U.K.",2.75,"Criollo, Trinitario","Madagascar","Madagascar","U.K.",0.77
"582","Duffy's","Rio Dulce, Xoco",1662,2015,"70%","U.K.",4,"Criollo","Guatemala","Other","U.K.",0.7
"583","Duffy's","Chuno, Xoco",1331,2014,"70%","U.K.",3.5,"Criollo","Nicaragua","Other","U.K.",0.7
"584","Duffy's","Rico Rugoso, Xoco",1331,2014,"76%","U.K.",3.75,"Criollo","Nicaragua","Other","U.K.",0.76
"585","Duffy's","Ocumare",923,2012,"72%","U.K.",3.75,NA,"Venezuela","Venezuela","U.K.",0.72
"586","Duffy's","Indio Rojo, Xoco",623,2011,"72%","U.K.",3.75,"Criollo","Honduras","Other","U.K.",0.72
"587","Duffy's","Dominican Republic",661,2011,"65%","U.K.",3.5,NA,"Dominican Republic","Dominican Republic","U.K.",0.65
"588","Duffy's","Bocas del Toro, Tierra Oscura",697,2011,"72%","U.K.",3,NA,"Panama","Other","U.K.",0.72
"589","Duffy's","Nicaliso, Xoco",697,2011,"71%","U.K.",3.25,"Criollo","Nicaragua","Other","U.K.",0.71
"590","Duffy's","Ocumare",765,2011,"71%","U.K.",3.5,NA,"Venezuela","Venezuela","U.K.",0.71
"591","Duffy's","Panama",516,2010,"70%","U.K.",3.5,NA,"Panama","Other","U.K.",0.7
"592","Duffy's","Corazon del Ecuador, Calceta beans",516,2010,"72%","U.K.",3.75,NA,"Ecuador","Ecuador","U.K.",0.72
"593","Duffy's","Star of Ecuador",523,2010,"70%","U.K.",2.5,NA,"Ecuador","Ecuador","U.K.",0.7
"594","Duffy's","Star of Peru",523,2010,"70%","U.K.",3.75,NA,"Peru","Peru","U.K.",0.7
"595","Dulcinea","Dominican Republic",1506,2015,"70%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"596","Durand","Madagascar",841,2012,"82%","France",2.75,"Trinitario","Madagascar","Madagascar","France",0.82
"597","Durci","Maranon, Joya Rara",1626,2015,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"598","Durci","Rio Caribe, Tepui Treasure",1626,2015,"70%","U.S.A.",3.5,"Trinitario","Venezuela","Venezuela","U.S.A.",0.7
"599","Durci","Taino Secret",1630,2015,"70%","U.S.A.",3.25,NA,"Domincan Republic","Other","U.S.A.",0.7
"600","Durci","Carenero, Empyrean Sabor",1630,2015,"70%","U.S.A.",3.25,"Trinitario","Venezuela","Venezuela","U.S.A.",0.7
"601","Durci","Corona Arriba",1630,2015,"70%","U.S.A.",4,NA,"Ecuador","Ecuador","U.S.A.",0.7
"602","East Van Roasters","Peru",1343,2014,"70%","Canada",3.25,NA,"Peru","Peru","Canada",0.7
"603","East Van Roasters","Madagascar",1343,2014,"70%","Canada",3.5,"Trinitario","Madagascar","Madagascar","Canada",0.7
"604","East Van Roasters","Dominican Republic",1343,2014,"70%","Canada",3.75,NA,"Dominican Republic","Dominican Republic","Canada",0.7
"605","Eau de Rose","Tumaco",1812,2016,"70%","Canada",3.25,NA,"Colombia","Other","Canada",0.7
"606","Eau de Rose","Arauca",1812,2016,"70%","Canada",3.25,NA,"Colombia","Other","Canada",0.7
"607","Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,"72%","U.S.A.",2.75,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.72
"608","Edelmond","Porcelana",1876,2016,"68%","Germany",3,"Criollo","Venezuela","Venezuela","Germany",0.68
"609","El Ceibo","Alto Beni, Covendo Region",709,2011,"75%","Bolivia",3.75,NA,"Bolivia","Other","Other",0.75
"610","El Ceibo","Alto Beni",252,2008,"71%","Bolivia",2.75,NA,"Bolivia","Other","Other",0.71
"611","El Rey","San Joaquin",1662,2015,"70%","Venezuela",3.75,NA,"Venezuela","Venezuela","Other",0.7
"612","El Rey","Rio Caribe, Cariaco",439,2009,"60.50%","Venezuela",2.75,"Trinitario","Venezuela","Venezuela","Other",0.605
"613","El Rey","Rio Caribe, Macuro",439,2009,"70%","Venezuela",3,"Trinitario","Venezuela","Venezuela","Other",0.7
"614","El Rey","Carenero Superior, Apamate",206,2008,"74%","Venezuela",2.5,"Criollo","Venezuela","Venezuela","Other",0.74
"615","El Rey","Carenero Superior, Bucare",206,2008,"58%","Venezuela",2.5,"Criollo","Venezuela","Venezuela","Other",0.58
"616","El Rey","Carenero Superior, Mijao",206,2008,"61%","Venezuela",3,"Criollo","Venezuela","Venezuela","Other",0.61
"617","El Rey","Carenero Superior, Gran Saman",32,2006,"70%","Venezuela",2.75,"Criollo","Venezuela","Venezuela","Other",0.7
"618","Emerald Estate","Emerald Estate",1137,2013,"60%","St. Lucia",2.75,NA,"St. Lucia","Other","Other",0.6
"619","Emerald Estate","Emerald Estate",1137,2013,"70%","St. Lucia",3.25,NA,"St. Lucia","Other","Other",0.7
"620","Emily's","Patanemo",1450,2015,"79%","Japan",3,NA,"Venezuela","Venezuela","Other",0.79
"621","Emily's","Peru",1454,2015,"78%","Japan",3.5,"Criollo","Peru","Peru","Other",0.78
"622","ENNA","Wampusirpi, batch 007",1916,2016,"75%","U.S.A.",3.25,NA,"Honduras","Other","U.S.A.",0.75
"623","Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,"80%","Spain",3.25,"Forastero","Sao Tome & Principe","Other","Other",0.8
"624","Erithaj (A. Morin)","Ben Tre",1205,2014,"70%","France",3.25,"Trinitario","Vietnam","Other","France",0.7
"625","Erithaj (A. Morin)","Ham Luong",1209,2014,"80%","France",3,"Trinitario","Vietnam","Other","France",0.8
"626","Erithaj (A. Morin)","Ba Lai",1209,2014,"74%","France",3.25,"Trinitario","Vietnam","Other","France",0.74
"627","Escazu","Rio Caribe",903,2012,"70%","U.S.A.",2.75,"Trinitario","Venezuela","Venezuela","U.S.A.",0.7
"628","Escazu","Guapiles",414,2009,"65%","U.S.A.",2,NA,"Costa Rica","Other","U.S.A.",0.65
"629","Escazu","Carenero Superior",423,2009,"81%","U.S.A.",3.5,"Criollo","Venezuela","Venezuela","U.S.A.",0.81
"630","Escazu","Carenero, Guapiles, Ocumare blend",431,2009,"74%","U.S.A.",2.75,NA,"Cost Rica, Ven","Other","U.S.A.",0.74
"631","Escazu","Ocumare",252,2008,"72%","U.S.A.",3,"Criollo","Venezuela","Venezuela","U.S.A.",0.72
"632","Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,"55%","U.S.A.",2.5,NA,"Peru, Madagascar","Other","U.S.A.",0.55
"633","Ethel's Artisan (Mars)","Trinidad",666,2011,"55%","U.S.A.",2.5,"Trinitario","Trinidad","Other","U.S.A.",0.55
"634","Ethel's Artisan (Mars)","Porcelana",666,2011,"70%","U.S.A.",2.5,"Criollo (Porcelana)","Venezuela","Venezuela","U.S.A.",0.7
"635","Ethel's Artisan (Mars)","Red Vanilla",666,2011,"62%","U.S.A.",2.75,NA,NA,"Other","U.S.A.",0.62
"636","Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,"62%","U.S.A.",2.5,NA,"Venezuela, Trinidad","Other","U.S.A.",0.62
"637","Ethereal","Belize",1275,2014,"80%","U.S.A.",3,"Trinitario","Belize","Other","U.S.A.",0.8
"638","Ethereal","Ecuador",1275,2014,"80%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.8
"639","Ethereal","Dominican Republic",1275,2014,"80%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.8
"640","Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,"75%","U.S.A.",2.75,NA,"Brazil","Other","U.S.A.",0.75
"641","Feitoria Cacao","Blue Mountain",1732,2016,"76%","Portugal",3,NA,"Jamaica","Other","Other",0.76
"642","Feitoria Cacao","Cuyagua",1736,2016,"76%","Portugal",2.5,NA,"Venezuela","Venezuela","Other",0.76
"643","Feitoria Cacao","Maya Mountain",1736,2016,"76%","Portugal",2.75,"Trinitario","Belize","Other","Other",0.76
"644","Felchlin","Grenada",494,2010,"58%","Switzerland",3.5,"Trinitario","Grenada","Other","Switzerland",0.58
"645","Felchlin","Supremo- SF",105,2006,"62%","Switzerland",2,NA,NA,"Other","Switzerland",0.62
"646","Felchlin","Elvesia P.",105,2006,"74%","Switzerland",3,"Trinitario, Criollo","Dominican Republic","Dominican Republic","Switzerland",0.74
"647","Felchlin","Madagascar, Grand Cru",48,2006,"64%","Switzerland",3,"Criollo","Madagascar","Madagascar","Switzerland",0.64
"648","Felchlin","Maracaibo Clasificado",48,2006,"65%","Switzerland",3,"Criollo","Venezuela","Venezuela","Switzerland",0.65
"649","Felchlin","Arriba",48,2006,"72%","Switzerland",3.5,"Forastero (Arriba)","Ecuador","Ecuador","Switzerland",0.72
"650","Felchlin","Alto Beni, Cru Savage",56,2006,"68%","Switzerland",4,"Criollo (Wild)","Bolivia","Other","Switzerland",0.68
"651","Finca","Puerto Rico",1283,2014,"65%","U.S.A.",2.25,NA,"Puerto Rico","Other","U.S.A.",0.65
"652","Finca","Dominican Republic",1283,2014,"80%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.8
"653","Finca","Dominican Republic",1283,2014,"70%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"654","Finca","Dominican Republic",1287,2014,"85%","U.S.A.",2.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.85
"655","Forever Cacao","Rio Eni",1267,2014,"72%","U.K.",2.75,"Criollo","Peru","Peru","U.K.",0.72
"656","Forteza (Cortes)","Dominican Republic",1776,2016,"70%","Puerto Rico",2.75,NA,"Domincan Republic","Other","Other",0.7
"657","Forteza (Cortes)","Puerto Rico",1776,2016,"80%","Puerto Rico",2.75,NA,"Domincan Republic","Other","Other",0.8
"658","Fossa","Akesson's E., Sambirano V.",1772,2016,"70%","Singapore",2.75,NA,"Madagascar","Madagascar","Other",0.7
"659","Fossa","Camino Verde P., Balao, Guayas",1776,2016,"75%","Singapore",3.5,NA,"Ecuador","Ecuador","Other",0.75
